File	Total reads	Remaining reads	Remaining ratio
File	Total reads	Remaining reads	Remaining ratio
File	Total reads	Remaining reads	Remaining ratio
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5JCCXY/5106-CEM-0069_2.fastq.gz.filter_k20_s4_4	1897473	184085	0.0970159
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H3KHWCCXY/4890-CEM-0211_2.fastq.gz.filter_k20_s4_4	4455561	227901	0.0511498
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271125_1.fastq.gz.filter_k20_s4_4	2586688	17599	0.00680368
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0759_2.fastq.gz.filter_k20_s4_4	2069770	8991	0.00434396
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5JCCXY/5106-CEM-0057_1.fastq.gz.filter_k20_s4_4	4703423	2988050	0.635293
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0651_2.fastq.gz.filter_k20_s4_4	2169668	7359	0.00339176
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0061_2.fastq.gz.filter_k20_s4_4	1935950	301445	0.155709
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0744_1.fastq.gz.filter_k20_s4_4	2223613	46271	0.0208089
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0342_2.fastq.gz.filter_k20_s4_4	4417340	2074576	0.469644
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H3KHWCCXY/4890-CEM-0246_2.fastq.gz.filter_k20_s4_4	4198144	231659	0.0551813
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271095_1.fastq.gz.filter_k20_s4_4	2615284	18168	0.00694686
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCVMTCCXY/5106-CEM-0040_1.fastq.gz.filter_k20_s4_4	2087504	664241	0.318199
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0661_1.fastq.gz.filter_k20_s4_4	5046126	229171	0.0454152
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0475_2.fastq.gz.filter_k20_s4_4	1967302	7699	0.00391348
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0455_2.fastq.gz.filter_k20_s4_4	1978831	22597	0.0114194
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H75CGCCXY/4890-CEM-0370_1.fastq.gz.filter_k20_s4_4	4883684	59124	0.0121064
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5JCCXY/5106-CEM-0003_1.fastq.gz.filter_k20_s4_4	2104568	815357	0.387423
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17DB4959/H3MGVCCXY/4959-DB-0090.R1.fastq.gz.filter_k20_s4_4	4725083	23932	0.00506488
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271173_2.fastq.gz.filter_k20_s4_4	2261304	20237	0.00894926
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2016/haib17CEM4890/H3KHWCCXY/4890-CEM-0226_2.fastq.gz.filter_k20_s4_4	4133784	357043	0.086372
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCY5HCCXY/SL271127_1.fastq.gz.filter_k20_s4_4	2519998	15407	0.00611389
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0444_1.fastq.gz.filter_k20_s4_4	2152844	40440	0.0187845
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCV72CCXY/5106-CEM-0121_2.fastq.gz.filter_k20_s4_4	4221390	2026814	0.48013
/cluster/work/grlab/projects/metagenome/benchmark_metasub/csd_2017/haib17CEM5106/HCCGHCCXY/5106-CEM-0763_2.fastq.gz.filter_k20_s4_4	2050505	40229	0.0196191
